longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,location_name
-122.09,37.65,35,1184,200,572,194,4.7143,193800,NEAR BAY,"25100 Santa Clara St, Hayward, CA 94544, USA"
-117.01,32.73,22,2526,530,1556,529,2.8646,120800,NEAR OCEAN,"2238-40 Central Ave, Spring Valley, CA 91977, USA"
-118.09,33.77,27,2301,640,847,627,1.7208,67500,<1H OCEAN,"13250 Fairfield Ln, Seal Beach, CA 90740, USA"
-118.44,34.29,32,1260,382,1434,342,2.0286,122900,<1H OCEAN,"1521 Fourth St, San Fernando, CA 91340, USA"
-121,35.94,16,3077,628,1479,536,3.3724,114600,<1H OCEAN,"W2Q2+X2 Lockwood, CA, USA"
-121.9,37.66,18,7397,1137,3126,1115,6.4994,323000,INLAND,"6801 Koll Center Pkwy, Pleasanton, CA 94566, USA"
-119.25,36.36,16,3245,469,1471,450,5.8673,154800,INLAND,"31374 Rd 144, Visalia, CA 93292, USA"
-118.25,33.92,46,723,154,411,165,2.0893,96500,<1H OCEAN,"12313 Slater Ave, Los Angeles, CA 90059, USA"
-117.99,34.14,30,2346,552.2,1988,474,2.5625,153000,INLAND,"720 E Huntington Dr, Monrovia, CA 91016, USA"
-118.19,33.78,42,1021,300,533,187,1.8036,175000,NEAR OCEAN,"1033 Long Beach Blvd, Long Beach, CA 90813, USA"
-122.62,38.94,14,1731,400,638,282,2.3179,57500,INLAND,"5956 Oak Ave, Clearlake, CA 95422, USA"
-122.01,37.98,25,1476,336,777,297,3.5179,165500,NEAR BAY,"3556 Wren Ave, Concord, CA 94519, USA"
-118.59,34.2,21,1789,550.2,2300,677,2.754,179800,<1H OCEAN,"20947 Gault St, Canoga Park, CA 91303, USA"
-120.45,34.66,7,3329,504,1462,452,4.7875,198300,NEAR OCEAN,"1333 N A St, Lompoc, CA 93436, USA"
-115.22,33.54,18,1706,397,3424,283,1.625,53500,INLAND,8556GQQH+XX
-118.28,33.92,39,1472,302,1036,318,3,110000,<1H OCEAN,"355 W 124th St, Los Angeles, CA 90061, USA"
-117.63,34.09,19,3490,816,2818,688,2.8977,126200,INLAND,"1210 E Olive Ct, Ontario, CA 91764, USA"
-121.3,38.13,27,1004,192,470,192,2.8942,116700,INLAND,"2113 W Lodi Ave, Lodi, CA 95242, USA"
-121.36,38.01,16,2178,667,1192,579,2.3339,87100,INLAND,"6892 Atlanta Cir, Stockton, CA 95219, USA"
-121.31,37.9,38,226,44,125,38,2.9,125000,INLAND,"1760 Erickson Cir, Stockton, CA 95206, USA"
-117.46,34.07,19,3155,572,2482,642,2.9973,113400,INLAND,"15777 Valley Blvd, Fontana, CA 92335, USA"
-117.1,32.7,28,633,137,525,170,3.6042,95600,NEAR OCEAN,"Skill Center, San Diego, CA 92113, USA"
-119.2,34.26,13,3009,588,1439,607,4.1845,199500,NEAR OCEAN,"1814 Fulmar Ave, Ventura, CA 93003, USA"
-122.46,37.75,52,1207,152,465,162,10.7569,500001,NEAR BAY,"256c Laguna Honda Blvd, San Francisco, CA 94116, USA"
-122.54,37.91,48,2924,489,1159,505,5.6302,489000,NEAR BAY,"175 Elinor Ave, Mill Valley, CA 94941, USA"
-117.15,34.22,10,1039,174,317,109,7.2371,171900,INLAND,"6V92+X2 Running Springs, CA, USA"
-118.48,34,41,2584,743,1058,668,3.2061,370000,<1H OCEAN,"2909 2nd St, Santa Monica, CA 90405, USA"
-121.23,37.81,16,2085,342,1236,345,5.5591,149300,INLAND,"892 Sapphire Ct, Manteca, CA 95336, USA"
-117.72,33.61,26,2653,621,774,584,2.49,81100,<1H OCEAN,"255 Calle Aragon, Laguna Woods, CA 92637, USA"
-124.08,40.91,13,2522,719,1381,628,1.6667,78800,NEAR OCEAN,"WW5C+X2 McKinleyville, CA, USA"
-117.43,34.08,13,4563,1187,2475,1019,2.1189,121700,INLAND,"17156 Manzanita Dr, Fontana, CA 92335, USA"
-118.37,34.15,23,4604,1319,2391,1227,3.1373,263100,<1H OCEAN,"10960 Moorpark St, North Hollywood, CA 91602, USA"
-116.97,33.78,24,2680,606,1728,527,2.535,74800,INLAND,"652 W 7th St, San Jacinto, CA 92583, USA"
-118.28,34.76,19,3430,601,1817,571,4.7875,163600,INLAND,"8319 W Ave E 4, Lancaster, CA 93536, USA"
-122.49,37.76,52,2245,425,1091,409,3.5909,331200,NEAR BAY,"1465 31st Ave, San Francisco, CA 94122, USA"
-118.01,33.9,36,1382,257,685,255,5.125,211700,<1H OCEAN,"14602 Fonseca Ave, La Mirada, CA 90638, USA"
-118.32,33.86,32,3485,678,1715,649,4.6563,291700,<1H OCEAN,"18825 Van Ness Ave, Torrance, CA 90504, USA"
-118.24,34.12,34,80,26,125,35,0.8907,154200,<1H OCEAN,"3409 Andrita St, Glassell Park, CA 90065, USA"
-117.39,34.07,15,1966,331,1118,323,3.8558,122700,INLAND,"19003 Valley Blvd, Bloomington, CA 92316, USA"
-117.03,32.63,14,2796,476,1466,464,5.2489,213700,NEAR OCEAN,"721 Roca Rd, Chula Vista, CA 91910, USA"
-117.6,34.08,15,2700,460,1432,449,4.9063,159800,INLAND,"9397 Homestead Dr, Rancho Cucamonga, CA 91730, USA"
-121.85,39.75,39,568,127,267,129,1.8095,78100,INLAND,"2040 Laburnum Ave, Chico, CA 95926, USA"
-122.7,38.99,18,1177,224,181,105,2.3558,134700,INLAND,"11321 Patterson Dr, Clearlake, CA 95422, USA"
-117.25,34.16,37,1709,278,744,274,3.7188,116600,INLAND,"1653 Echo Dr E, San Bernardino, CA 92404, USA"
-121.79,37.69,25,6296,1082,3200,1047,4.5357,188400,INLAND,"1043 Norfolk Rd, Livermore, CA 94551, USA"
-121.51,38.56,43,1048,312,1320,294,1.0649,137500,INLAND,"12 Seavey Cir, Sacramento, CA 95818, USA"
-118.24,33.8,28,636,169,788,143,3.6161,131300,NEAR OCEAN,"1900 E Lomita Blvd, Wilmington, CA 90744, USA"
-118.57,34.2,36,2559,469,1358,445,4.5568,201500,<1H OCEAN,"7115 Quakertown Ave, Winnetka, CA 91306, USA"
-118.35,33.95,42,1779,431,1507,380,2.8892,159800,<1H OCEAN,"1027 Myrtle Ave, Inglewood, CA 90301, USA"
-121.76,37.23,16,4274,715,2240,704,5.4218,233900,<1H OCEAN,"20 Gosford Ct, San Jose, CA 95139, USA"
-122.17,37.88,33,3626,502,1348,480,7.6107,423200,NEAR BAY,"62 Tara Rd, Orinda, CA 94563, USA"
-118.24,34.21,32,3817,886,1888,829,3.5777,245600,<1H OCEAN,"2800 Sycamore Ave, Glendale, CA 91214, USA"
-121.32,38.01,36,391,74,171,79,2.7045,102800,INLAND,"6538 Pacific Ave, Stockton, CA 95207, USA"
-116.44,34.16,19,1867,361,758,321,2.8929,98100,INLAND,"56120 Puente St, Yucca Valley, CA 92284, USA"
-121.83,37.3,17,1299,211,825,217,4.5,235800,<1H OCEAN,"Coyote Creek, 2983-2989 Lone Bluff Way, San Jose, CA 95111, USA"
-116.99,32.73,30,1856,339,1103,379,4.0357,153800,<1H OCEAN,"9533 Montemar Dr, Spring Valley, CA 91977, USA"
-119.19,35.96,25,2014,402,1160,362,1.881,52500,INLAND,"XR66+22 Pixley, CA, USA"
-122.02,37.35,17,2975,608,1465,577,5.8779,362200,<1H OCEAN,"1362 Pauline Dr, Sunnyvale, CA 94087, USA"
-119.45,36.59,28,1274,215,572,202,3.825,84200,INLAND,"210 W Dinuba Ave, Reedley, CA 93654, USA"
-121.96,37.23,36,4423,632,1719,608,7.8407,476400,<1H OCEAN,"16396 W La Chiquita Ave, Los Gatos, CA 95032, USA"
-117.92,33.75,19,1920,471,1413,432,4.0313,147500,<1H OCEAN,"603 N Harbor Blvd, Santa Ana, CA 92703, USA"
-119.29,34.24,27,4742,775,1682,696,6.194,500001,NEAR OCEAN,"6PR6+22 Ventura, CA, USA"
-117.4,33.97,41,1707,276,660,269,3.8618,134800,INLAND,"5480 Tower Rd, Riverside, CA 92506, USA"
-119.79,36.81,35,1877,328,1155,353,3.069,69600,INLAND,"5090 N Blackstone Ave, Fresno, CA 93710, USA"
-118.26,34.04,6,1529,566,1051,473,2.462,162500,<1H OCEAN,"1102 S Hill St, Los Angeles, CA 90015, USA"
-122.49,37.54,15,3456,545,1527,535,6.3256,368000,NEAR OCEAN,"361 Las Flores Rd, Montara, CA 94037, USA"
-121.05,37.65,5,3096,545,1760,519,4.5701,146400,INLAND,"1013 Chalone Ct, Modesto, CA 95358, USA"
-117.25,32.84,19,1759,214,659,195,10.7751,500001,NEAR OCEAN,"7110 Via Capri, La Jolla, CA 92037, USA"
-122.04,37.24,24,1521,209,539,192,11.1557,500001,<1H OCEAN,"15554 On Orbit Dr, Saratoga, CA 95070, USA"
-117.11,32.75,21,2127,658,1812,603,1.6896,100000,NEAR OCEAN,"3910 University Ave #100, San Diego, CA 92105, USA"
-116.22,36,14,1372,386,436,213,1.1471,32900,INLAND,"2Q2J+22 Shoshone, CA, USA"
-119.64,36.33,41,3095,766,1852,721,1.4524,51700,INLAND,"421 E 10th St, Hanford, CA 93230, USA"
-117.02,32.69,7,6055,1004,3031,952,4.436,135000,NEAR OCEAN,"275 S Worthington St, Spring Valley, CA 91977, USA"
-124.08,40.86,18,1287,484,805,502,1.1157,150000,NEAR OCEAN,"255 Samoa Blvd, Arcata, CA 95521, USA"
-120.84,35.33,15,3276,670,1520,613,3.6412,207800,NEAR OCEAN,"679 Santa Ysabel Ave, San Luis Obispo, CA 93402, USA"
-116.96,34.94,20,2355,467,1198,428,3.9934,88500,INLAND,"W2QQ+XX Barstow, CA, USA"
-117.12,32.7,37,1361,348,1398,328,1.1681,78100,NEAR OCEAN,"3443 Valle Ave, San Diego, CA 92113, USA"
-121.08,38.9,27,3436,755,1568,709,2.4273,138400,INLAND,"145 Davis Ln, Auburn, CA 95603, USA"
-119.27,35.88,32,1393,343,1282,336,1.5069,43700,INLAND,"642 E Wilson Ave, Earlimart, CA 93219, USA"
-118.03,34.16,36,1401,218,667,225,7.1615,484700,INLAND,"10 Virginia Dr, Arcadia, CA 91006, USA"
-118.12,34.08,35,2248,483.2,1762,622,3,253900,<1H OCEAN,"1221 S Chapel Ave, Alhambra, CA 91801, USA"
-118.21,33.93,41,619,138,636,145,2.5083,118100,<1H OCEAN,"3341 Beechwood Ave, Lynwood, CA 90262, USA"
-119.29,36.12,24,1248,226,641,200,2.4722,129200,INLAND,"4PC6+22 Tulare, CA, USA"
-121.91,37.93,13,1610,198,703,217,8.7059,329400,INLAND,"850 E Leland Rd, Pittsburg, CA 94565, USA"
-121.34,38.62,20,4021,864,1658,730,2.4537,153000,INLAND,"3020 Merrimac St, Carmichael, CA 95608, USA"
-117.7,33.56,3,2443,637,1033,548,4.1379,183300,<1H OCEAN,"27681 Manor Hill Rd, Laguna Niguel, CA 92677, USA"
-123.18,39.23,18,243,55,115,54,2.125,175000,<1H OCEAN,"6RHC+X2 Calpella, CA, USA"
-117.32,34.09,30,1129,251,1034,237,2.3917,78600,INLAND,"Santa Fe Wy, Colton, CA 92324, USA"
-122.01,37.27,27,3340,451,1220,447,8.8178,500001,<1H OCEAN,"19261 Harleigh Dr, Saratoga, CA 95070, USA"
-119.69,36.79,15,2524,451,1207,424,2.7404,76300,INLAND,"3436 Miami Ave, Clovis, CA 93611, USA"
-117.12,32.76,28,1605,501,936,460,2.5991,147500,NEAR OCEAN,"4540 Hawley Blvd, San Diego, CA 92116, USA"
-118.58,34.17,29,3393,574,1471,587,6.2064,334900,<1H OCEAN,"20524 Clark St, Woodland Hills, CA 91367, USA"
-117.07,33,4,6242,1258,2211,1116,4.25,281600,<1H OCEAN,"15540 Walton Heath Row, San Diego, CA 92128, USA"
-122.15,37.74,52,2898,557,1338,550,3.851,183500,NEAR BAY,"802 Broadmoor Blvd, San Leandro, CA 94577, USA"
-122.42,37.78,26,812,507,628,445,2.3304,500001,NEAR BAY,"490 Van Ness Ave, San Francisco, CA 94102, USA"
-121.76,41.5,31,602,153,112,47,1.0667,34200,INLAND,84HWG62R+22
-117.97,33.71,25,3273,478,1645,497,5.8195,286100,<1H OCEAN,"9097 La Luna Ave, Fountain Valley, CA 92708, USA"
-118.42,33.92,41,1621,279,756,277,5.0594,346000,<1H OCEAN,"333 Virginia St, El Segundo, CA 90245, USA"
-121.03,37.69,5,4034,771,1967,742,3.8065,146000,INLAND,"2021 Standiford Ave, Modesto, CA 95350, USA"
-118.09,34.08,42,1003,236,769,231,3.1607,218300,<1H OCEAN,"810 Valley Blvd, San Gabriel, CA 91776, USA"
-121.94,37.32,46,2451,472,1163,448,4.8519,225800,<1H OCEAN,"2601 Scott St, San Jose, CA 95128, USA"
-117.92,34.07,29,1699,399,1052,411,3.2122,195500,<1H OCEAN,"136 S Bandy Ave, West Covina, CA 91790, USA"
-122,36.98,43,1636,324,792,325,3.5562,239200,NEAR OCEAN,"220 Forest Ave, Santa Cruz, CA 95062, USA"
-120.94,35.42,18,3418,686,970,453,3.7738,279400,NEAR OCEAN,"C3C5+2X Cayucos, CA, USA"
-121.9,38.01,34,3779,766,2356,722,3.5129,110600,INLAND,"3496 Crestview Dr, Pittsburg, CA 94565, USA"
-122.38,40.54,36,1216,240,647,228,2.6944,75300,INLAND,"5323 Eastside Rd, Redding, CA 96001, USA"
-118.01,33.93,34,2424,468,1293,444,3.275,189900,<1H OCEAN,"11114 Nashville Ave, Whittier, CA 90604, USA"
-122.56,37.9,24,221,41,75,38,5.1292,362500,NEAR BAY,"12 Dipsea Trail, Mill Valley, CA 94941, USA"
-122.04,37.35,20,2016,313,767,310,6.837,383000,<1H OCEAN,"649 Boise Ct, Sunnyvale, CA 94087, USA"
-121.66,36.71,27,4131,886,2002,815,3.2929,157500,<1H OCEAN,"1530 Duran St, Salinas, CA 93906, USA"
-118.17,34.03,41,2099,530,2325,528,2.1979,140800,<1H OCEAN,"458 Betty Ave, East Los Angeles, CA 90022, USA"
-118.06,33.88,17,7187,1073,3844,1068,6.5901,337400,<1H OCEAN,"16616 Greenbrook Cir, Cerritos, CA 90703, USA"
-122.42,37.73,35,1791,322,988,304,4.5769,254500,NEAR BAY,"73 Gladstone Dr, San Francisco, CA 94112, USA"
-122.3,40.45,32,1286,271,694,236,1.6579,68500,INLAND,"2954 E Center St, Anderson, CA 96007, USA"
-118.32,33.97,52,1778,320,795,279,3.5114,138800,<1H OCEAN,"2403 W 77th St, Inglewood, CA 90305, USA"
-118.1,33.89,35,994,203,602,185,3.5865,178000,<1H OCEAN,"15503 Studebaker Rd, Norwalk, CA 90650, USA"
-122.48,37.73,52,1597,240,566,231,5.1681,500001,NEAR OCEAN,"Stonestown Farmer's Market, 3251 20th Ave, San Francisco, CA 94132, USA"
-118.23,33.89,16,5003,1180,4145,1159,2.1389,133400,<1H OCEAN,"513 W Cypress St, Compton, CA 90220, USA"
-118.35,33.86,24,2139,481,971,418,4.3859,271300,<1H OCEAN,"18800 Hawthorne Blvd, Torrance, CA 90504, USA"
-122.1,37.88,35,3701,528,1511,517,7.2315,367100,NEAR BAY,"3262 Glenside Dr, Lafayette, CA 94549, USA"
-121.96,37.29,24,1240,263,690,276,5,283000,<1H OCEAN,"594 Latimer Cir, Campbell, CA 95008, USA"
-117.87,33.91,16,2434,455,1017,476,4.2188,176300,<1H OCEAN,"2947 Arboridge Ct, Fullerton, CA 92835, USA"
-121.64,39.15,15,2659,396,1159,407,5.234,124900,INLAND,"1400 Mirada Cir, Yuba City, CA 95993, USA"
-121,37.63,49,2051,500,1525,467,1.59,80900,INLAND,"127 Madera Ave, Modesto, CA 95351, USA"
-118.26,34.23,43,1428,325,836,302,4.5759,209200,<1H OCEAN,"3707 Mayfield Ave, Glendale, CA 91214, USA"
-118.11,33.83,37,1249,202,517,189,4.4196,223100,<1H OCEAN,"3942 Canehill Ave, Long Beach, CA 90808, USA"
-121.27,38.11,11,3163,794,2106,762,2.4482,103000,INLAND,"1855 Wren Ct, Lodi, CA 95240, USA"
-117.73,34.07,34,4038,725,2716,759,4.1339,135000,INLAND,"1057 E Columbia Ave, Pomona, CA 91767, USA"
-122.35,40.57,22,589,97,338,107,3.2639,87500,INLAND,"321 E Cypress Ave, Redding, CA 96002, USA"
-119.3,36.34,45,3723,831,2256,770,1.8299,63100,INLAND,"1101 N Stevenson St, Visalia, CA 93291, USA"
-122.73,38.46,14,2324,754,1026,677,1.722,150000,<1H OCEAN,"1175 W Steele Ln #1, Santa Rosa, CA 95403, USA"
-118.23,34.09,45,1747,484,1680,441,2.6051,155500,<1H OCEAN,"2434 Gatewood St, Los Angeles, CA 90031, USA"
-119.32,36.36,18,2060,383,1348,397,3.4312,68400,INLAND,"2639 W Porter Ave, Visalia, CA 93291, USA"
-117.29,34.09,24,1451,387,1178,330,1.1806,68300,INLAND,"683 S Arrowhead Ave, San Bernardino, CA 92408, USA"
-118.32,34.26,32,3690,791,1804,715,4.4875,222700,<1H OCEAN,"10500 Sherman Grove Ave, Sunland, CA 91040, USA"
-121.3,38.89,45,1529,317,793,281,2.9866,91300,INLAND,"365 M St, Lincoln, CA 95648, USA"
-117.96,34.53,10,2907,559,1681,531,3.8594,141000,INLAND,"9520 E Ave T14, Littlerock, CA 93543, USA"
-118.15,33.86,34,2403,413,1385,386,4.4934,213800,<1H OCEAN,"5750 Downey Ave, Lakewood, CA 90712, USA"
-122.31,40.45,25,2596,557,1536,549,2.0221,60400,INLAND,"1645 Diamond St, Anderson, CA 96007, USA"
-118.26,34.06,15,326,123,490,105,1.4886,175000,<1H OCEAN,"212 Lucas Ave, Los Angeles, CA 90026, USA"
-122.46,37.69,35,1983,385,1577,414,4.0833,266700,NEAR OCEAN,"444 E Market St, Daly City, CA 94014, USA"
-117.11,32.9,16,2043,388,705,352,4.4766,161500,<1H OCEAN,"10054 Old Grove Rd, San Diego, CA 92131, USA"
-122.57,37.98,49,2860,552,1178,522,4.625,355000,NEAR BAY,"35 Berlin Ave, San Anselmo, CA 94960, USA"
-121.76,37.29,15,2267,348,1150,327,7.1267,277900,<1H OCEAN,"3214 Bracciano Ct, San Jose, CA 95135, USA"
-122.34,37.97,19,392,109,287,81,6.0426,110000,NEAR BAY,"XM95+XX San Pablo, CA, USA"
-117.56,33.94,29,266,42,136,40,1.625,164300,INLAND,"1900 Maunaloa Pl, Norco, CA 92860, USA"
-119.05,34.36,22,1815,506,2428,473,2.8417,162500,<1H OCEAN,"17909 Texas Ln, Santa Paula, CA 93060, USA"
-121.92,36.63,40,1076,193,406,180,3.4943,311100,<1H OCEAN,"J3HH+XX Pacific Grove, CA, USA"
-118.27,33.98,39,2062,588,1933,570,1.3801,97000,<1H OCEAN,"6525 San Pedro St, Los Angeles, CA 90003, USA"
-118.01,33.81,18,5238,1083,3032,1065,4.4583,190100,<1H OCEAN,"7051 Cerritos Ave, Stanton, CA 90680, USA"
-119.12,34.25,31,737,146,1436,168,3.5625,194100,NEAR OCEAN,"7V2J+22 Camarillo, CA, USA"
-122.28,37.8,38,684,176,344,155,2.0114,131300,NEAR BAY,"431 Martin Luther King Jr Way, Oakland, CA 94607, USA"
-118.08,33.88,27,3065,736,1840,719,3.6417,208100,<1H OCEAN,"11868 166th St, Artesia, CA 90701, USA"
-118.43,33.96,13,1860,345,800,355,5.8864,500001,<1H OCEAN,"7541 W Manchester Ave, Los Angeles, CA 90045, USA"
-120.57,35.18,16,5209,917,2284,809,4.0403,346100,<1H OCEAN,"1771 Corbett Canyon Rd, Arroyo Grande, CA 93420, USA"
-121.89,37.39,2,1136,365,535,257,4.375,425000,<1H OCEAN,"1823 Camino Leonor, San Jose, CA 95131, USA"
-118.3,34.03,47,2241,559,1775,504,2.1571,147900,<1H OCEAN,"2730 Normandie Ave, Los Angeles, CA 90007, USA"
-122.08,37.71,38,3716,657,1784,652,4.8237,220900,NEAR BAY,"4193 Seven Hills Rd, Castro Valley, CA 94546, USA"
-121.65,39.76,31,1599,318,794,303,3,96700,INLAND,"157 Valley Ridge Dr, Paradise, CA 95969, USA"
-118.34,34,49,2465,372,1018,359,4,296800,<1H OCEAN,"3775 Monteith Dr, View Park, CA 90043, USA"
-122.03,37.92,23,3318,408,1124,393,6.5847,358800,NEAR BAY,"203 Dunblane Dr, Walnut Creek, CA 94598, USA"
-120.99,37.66,39,1748,329,831,302,2.5938,135600,INLAND,"228 E Roseburg Ave, Modesto, CA 95350, USA"
-124.23,40.81,52,1112,209,544,172,3.3462,50800,NEAR OCEAN,"RQ6C+22 Fairhaven, CA, USA"
-117.88,33.66,26,6017,1244,2673,1135,3.5426,295400,<1H OCEAN,"3100 Irvine Ave, Newport Beach, CA 92660, USA"
-118.06,33.73,16,4392,602,1490,578,10.5424,500001,<1H OCEAN,"16011 Bonaire Cir, Huntington Beach, CA 92649, USA"
-122.26,37.5,44,6983,1131,2818,1115,5.6271,374800,NEAR OCEAN,"1625 Arroyo Ave, San Carlos, CA 94070, USA"
-120.96,37.66,16,4961,902,2654,804,4.2823,138300,INLAND,"2012 Ferrara Ct, Modesto, CA 95355, USA"
-118.67,34.27,10,3753,678,1859,660,4.9946,204600,<1H OCEAN,"1849 Christine Ave, Simi Valley, CA 93063, USA"
-121.84,37.35,22,2914,768,2962,762,2.2031,164000,<1H OCEAN,"2098 Lavonne Ave, San Jose, CA 95116, USA"
-119.39,36.55,30,1669,314,837,325,3.3869,80400,INLAND,"580 Eaton Ave, Dinuba, CA 93618, USA"
-118.27,33.99,35,932,294,1153,282,1.4886,100000,<1H OCEAN,"5718 San Pedro St, Los Angeles, CA 90011, USA"
-119.01,35.36,24,1941,484,1277,435,1.056,51600,INLAND,"801 4th St, Bakersfield, CA 93304, USA"
-122.09,37.86,27,5484,760,2212,770,7.6202,402600,NEAR BAY,"315 Lowell Ln W, Lafayette, CA 94549, USA"
-120.66,40.42,35,1450,325,717,297,2.5074,66400,INLAND,"130 N Gay St, Susanville, CA 96130, USA"
-120.9,35.69,14,5020,909,2105,796,3.8158,248700,<1H OCEAN,"M4Q2+X2 Lake Nacimiento, CA, USA"
-118.87,35.65,33,1504,325,584,223,3.4792,94600,INLAND,"M42J+22 Woody, CA, USA"
-117.11,32.7,33,1980,488,1626,428,1.4856,86400,NEAR OCEAN,"3911 Teak St, San Diego, CA 92113, USA"
-117.83,33.66,4,1011,198,511,198,7.9217,296200,<1H OCEAN,"19 Verde, Irvine, CA 92612, USA"
-118.48,34.33,9,2384,395,1697,402,6.0891,270100,<1H OCEAN,"8GJC+22 Los Angeles, CA, USA"
-117.24,33,16,2512,356,795,353,7.5975,369100,NEAR OCEAN,"1576 Sun Valley Rd, Solana Beach, CA 92075, USA"
-117.51,33.97,35,352,62,184,57,3.6691,137500,INLAND,"XF9R+X2 Jurupa Valley, CA, USA"
-122.5,37.59,36,1521,253,736,241,4.3542,237500,NEAR OCEAN,"1455 Flores Dr, Pacifica, CA 94044, USA"
-117.3,34.1,49,60,11,76,13,2.5625,75000,INLAND,"747 W Rialto Ave, San Bernardino, CA 92410, USA"
-117.39,33.92,25,2886,583,2327,577,2.3851,113700,INLAND,"2271 Madison St, Riverside, CA 92504, USA"
-117.05,32.68,15,1828,359,955,248,3.2174,165100,NEAR OCEAN,"2350 Dusk Dr, San Diego, CA 92139, USA"
-122.12,37.69,10,2227,560,1140,472,2.3973,167300,NEAR BAY,"511 Crespi Pl, San Lorenzo, CA 94580, USA"
-117.17,32.75,52,1052,264,381,201,3.0726,289600,NEAR OCEAN,"748 W Washington St, San Diego, CA 92103, USA"
-118.16,34.01,40,1552,500.2,1919,427,2.2596,137500,<1H OCEAN,"5260 Triggs St, Commerce, CA 90022, USA"
-122.35,37.57,52,2059,345,800,308,4.97,500001,NEAR OCEAN,"768 Edgewood Rd, San Mateo, CA 94402, USA"
-117.9,33.82,32,1187,302,1003,275,2.4931,166900,<1H OCEAN,"931 E Ball Rd, Anaheim, CA 92805, USA"
-122.51,38,17,2449,536,1157,543,3.9519,274200,NEAR BAY,"2F2R+22 Santa Venetia, CA, USA"
-122.05,37.38,29,1875,340,816,350,5.4351,336500,<1H OCEAN,"Washington & Leota, Sunnyvale, CA 94086, USA"
-122.09,37.94,29,6895,1022,2634,1022,6.1922,273200,NEAR BAY,"9 Hero Ct, Pleasant Hill, CA 94523, USA"
-122.25,37.8,43,2364,792,1359,722,2.1429,250000,NEAR BAY,"1901 Park Blvd, Oakland, CA 94606, USA"
-122.63,38.95,11,686,127,246,86,1.7083,77300,INLAND,"15080 Lakeshore Dr, Clearlake, CA 95422, USA"
-118.1,33.91,36,1080,201,719,201,4.2679,175800,<1H OCEAN,"10943 Foster Rd, Norwalk, CA 90650, USA"
-122.49,37.73,48,1190,182,497,199,6.2642,438500,NEAR OCEAN,"418 Gellert Dr, San Francisco, CA 94132, USA"
-117.71,34.07,24,1948,362,1286,364,3.6,139300,INLAND,"Sunset Park, 4351 Orchard St, Montclair, CA 91763, USA"
-118.12,34.11,48,2124,319,785,319,5.2131,359600,<1H OCEAN,"1170 Lorain Rd, San Marino, CA 91108, USA"
-118.46,34.07,42,2564,460,913,414,9.2225,500001,<1H OCEAN,"308 S Glenroy Ave, Los Angeles, CA 90049, USA"
-117.05,32.8,17,1475,308,549,293,3.7167,180400,<1H OCEAN,"6976 Park Ridge Blvd, San Diego, CA 92120, USA"
-116.76,32.74,14,4085,751,2129,688,4.7367,214500,<1H OCEAN,"3893 Wisecarver Ln, Jamul, CA 91935, USA"
-124.18,40.78,34,1592,364,950,317,2.1607,67000,NEAR OCEAN,"3125 Central Ave, Eureka, CA 95503, USA"
-118.27,34.25,39,699,150,358,143,4.4375,195800,<1H OCEAN,"10013 Pali Ave, Tujunga, CA 91042, USA"
-117.23,33.68,10,3659,650,1476,515,3.8869,125900,<1H OCEAN,"24653 Comanche Creek Dr, Menifee, CA 92584, USA"
-118.34,34.19,41,1524,393,1176,375,2.875,192400,<1H OCEAN,"1840 N Naomi St, Burbank, CA 91505, USA"
-118.38,33.89,35,1778,330,732,312,6.5745,379300,<1H OCEAN,"1512 Faymont Ave, Manhattan Beach, CA 90266, USA"
-122.17,37.71,38,890,200,481,198,3.244,179800,NEAR BAY,"1750 Marina Blvd, San Leandro, CA 94577, USA"
-118.33,34.02,46,1528,391,933,366,2.1979,125700,<1H OCEAN,"3706 Degnan Blvd, Los Angeles, CA 90018, USA"
-118.26,34.5,6,5813,908,2275,790,4.7778,340400,INLAND,"GP2R+22 Agua Dulce, CA, USA"
-122.08,37.65,17,5018,1439,3069,1299,2.7694,161900,NEAR BAY,"104 Lund Ave, Hayward, CA 94544, USA"
-118.04,33.82,26,4105,637,2072,648,5.844,273900,<1H OCEAN,"9784 St John Cir, Cypress, CA 90630, USA"
-117.91,33.74,25,4273,965,2946,922,2.9926,183200,<1H OCEAN,"517 S Shawnee Dr, Santa Ana, CA 92704, USA"
-121.27,37.98,43,2608,516,1322,528,2.5714,70000,INLAND,"2162 E Jersey St, Stockton, CA 95205, USA"
-121.02,37.09,17,1118,270,560,244,2.0216,112500,INLAND,"13735 Santa Lucia Dr, Santa Nella, CA 95322, USA"
-118.48,34.16,32,2108,309,769,274,8.7172,500001,<1H OCEAN,"5001 Gloria Ave, Encino, CA 91436, USA"
-122.13,37.72,26,2862,394,1030,397,7.912,367300,NEAR BAY,"2542 Humboldt Dr, San Leandro, CA 94577, USA"
-118.1,33.9,43,1237,243,776,246,4.325,166000,<1H OCEAN,"14438 Studebaker Rd, Norwalk, CA 90650, USA"
-121.38,38.6,36,1249,159,362,143,6.8469,446400,INLAND,"3610 Arden Creek Rd, Sacramento, CA 95864, USA"
-119.99,38.94,24,1216,289,421,185,3.1625,103600,INLAND,"3097 Bellevue Ave, South Lake Tahoe, CA 96150, USA"
